chart_week,year,month,day,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-01-01,2022,January,01,19,Rudolph The Red-Nosed Reindeer,Gene Autry,21,16,16
2022-01-01,2022,January,01,81,Life Goes On,Oliver Tree,0,81,3
2022-01-08,2022,January,08,24,Rudolph The Red-Nosed Reindeer,Gene Autry,19,16,17
2022-01-08,2022,January,08,84,Life Goes On,Oliver Tree,81,81,4
2022-01-15,2022,January,15,71,Life Goes On,Oliver Tree,84,71,5
2022-01-15,2022,January,15,100,Just About Over You,Priscilla Block,0,81,7
2022-02-12,2022,February,12,100,"Colombia, Mi Encanto",Carlos Vives,0,100,1
2022-08-13,2022,August,13,83,Victoria’s Secret,Jax,0,83,1
2022-08-20,2022,August,20,66,Victoria’s Secret,Jax,83,66,2
2022-08-27,2022,August,27,64,Victoria’s Secret,Jax,66,64,3
2022-09-03,2022,September,03,52,Victoria’s Secret,Jax,64,52,4
2022-09-03,2022,September,03,90,Don't Come Lookin',Jackson Dean,0,90,1
2022-09-03,2022,September,03,100,La Bachata,Manuel Turizo,0,100,1
2022-09-10,2022,September,10,59,Victoria’s Secret,Jax,52,52,5
2022-09-10,2022,September,10,71,Golden Hour,JVKE,0,71,1
2022-09-10,2022,September,10,95,La Bachata,Manuel Turizo,100,95,2
2022-09-17,2022,September,17,50,Victoria’s Secret,Jax,59,50,6
2022-09-17,2022,September,17,65,Golden Hour,JVKE,71,65,2
2022-09-17,2022,September,17,86,La Bachata,Manuel Turizo,95,86,3
2022-09-17,2022,September,17,88,Don't Come Lookin',Jackson Dean,0,88,2
2022-09-24,2022,September,24,50,Victoria’s Secret,Jax,50,50,7
2022-09-24,2022,September,24,62,Golden Hour,JVKE,65,62,3
2022-09-24,2022,September,24,71,Don't Come Lookin',Jackson Dean,88,71,3
2022-09-24,2022,September,24,86,La Bachata,Manuel Turizo,86,86,4
2022-10-01,2022,October,01,48,Victoria’s Secret,Jax,50,48,8
2022-10-01,2022,October,01,56,Golden Hour,JVKE,62,56,4
2022-10-01,2022,October,01,60,Don't Come Lookin',Jackson Dean,71,60,4
2022-10-01,2022,October,01,85,La Bachata,Manuel Turizo,86,85,5
2022-10-08,2022,October,08,52,Victoria’s Secret,Jax,48,48,9
2022-10-08,2022,October,08,59,Don't Come Lookin',Jackson Dean,60,59,5
2022-10-08,2022,October,08,60,Golden Hour,JVKE,56,56,5
2022-10-08,2022,October,08,77,La Bachata,Manuel Turizo,85,77,6
2022-10-15,2022,October,15,38,Victoria’s Secret,Jax,52,38,10
2022-10-15,2022,October,15,56,Don't Come Lookin',Jackson Dean,59,56,6
2022-10-15,2022,October,15,58,Golden Hour,JVKE,60,56,6
2022-10-15,2022,October,15,70,La Bachata,Manuel Turizo,77,70,7
2022-10-22,2022,October,22,35,Victoria’s Secret,Jax,38,35,11
2022-10-22,2022,October,22,52,Don't Come Lookin',Jackson Dean,56,52,7
2022-10-22,2022,October,22,56,Golden Hour,JVKE,58,56,7
2022-10-22,2022,October,22,67,La Bachata,Manuel Turizo,70,67,8
2022-10-29,2022,October,29,47,Victoria’s Secret,Jax,35,35,12
2022-10-29,2022,October,29,50,Don't Come Lookin',Jackson Dean,52,50,8
2022-10-29,2022,October,29,62,Golden Hour,JVKE,56,56,8
2022-10-29,2022,October,29,82,La Bachata,Manuel Turizo,67,67,9
2022-11-05,2022,November,05,54,Golden Hour,JVKE,62,54,9
2022-11-05,2022,November,05,58,Victoria’s Secret,Jax,47,35,13
2022-11-05,2022,November,05,64,Don't Come Lookin',Jackson Dean,50,50,9
2022-11-05,2022,November,05,82,La Bachata,Manuel Turizo,82,67,10
2022-11-12,2022,November,12,46,Golden Hour,JVKE,54,46,10
2022-11-12,2022,November,12,47,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",0,1,39
2022-11-12,2022,November,12,56,Victoria’s Secret,Jax,58,35,14
2022-11-12,2022,November,12,66,Don't Come Lookin',Jackson Dean,64,50,10
2022-11-12,2022,November,12,90,La Bachata,Manuel Turizo,82,67,11
2022-11-19,2022,November,19,57,Golden Hour,JVKE,46,46,11
2022-11-19,2022,November,19,66,Victoria’s Secret,Jax,56,35,15
2022-11-19,2022,November,19,70,Don't Come Lookin',Jackson Dean,66,50,11
2022-11-19,2022,November,19,96,La Bachata,Manuel Turizo,90,67,12
2022-11-26,2022,November,26,42,Golden Hour,JVKE,57,42,12
2022-11-26,2022,November,26,61,Victoria’s Secret,Jax,66,35,16
2022-11-26,2022,November,26,66,Don't Come Lookin',Jackson Dean,70,50,12
2022-11-26,2022,November,26,92,La Bachata,Manuel Turizo,96,67,13
2022-12-03,2022,December,03,35,Golden Hour,JVKE,42,35,13
2022-12-03,2022,December,03,59,Victoria’s Secret,Jax,61,35,17
2022-12-03,2022,December,03,60,Don't Come Lookin',Jackson Dean,66,50,13
2022-12-03,2022,December,03,94,La Bachata,Manuel Turizo,92,67,14
2022-12-10,2022,December,10,34,Rudolph The Red-Nosed Reindeer,Gene Autry,0,16,18
2022-12-10,2022,December,10,39,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0,26,11
2022-12-10,2022,December,10,41,Golden Hour,JVKE,35,35,14
2022-12-10,2022,December,10,57,Victoria’s Secret,Jax,59,35,18
2022-12-10,2022,December,10,69,Don't Come Lookin',Jackson Dean,60,50,14
2022-12-10,2022,December,10,95,La Bachata,Manuel Turizo,94,67,15
2022-12-17,2022,December,17,36,Rudolph The Red-Nosed Reindeer,Gene Autry,34,16,19
2022-12-17,2022,December,17,44,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,39,26,12
2022-12-17,2022,December,17,54,Golden Hour,JVKE,41,35,15
2022-12-17,2022,December,17,63,Victoria's Secret,Jax,57,35,19
2022-12-17,2022,December,17,96,Don't Come Lookin',Jackson Dean,69,50,15
2022-12-24,2022,December,24,39,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,44,26,13
2022-12-24,2022,December,24,47,Rudolph The Red-Nosed Reindeer,Gene Autry,36,16,20
2022-12-24,2022,December,24,59,Golden Hour,JVKE,54,35,16
2022-12-24,2022,December,24,67,Victoria's Secret,Jax,63,35,20
2022-12-31,2022,December,31,25,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,39,25,14
2022-12-31,2022,December,31,28,Rudolph The Red-Nosed Reindeer,Gene Autry,47,16,21
2022-12-31,2022,December,31,54,Golden Hour,JVKE,59,35,17
2022-12-31,2022,December,31,66,Victoria's Secret,Jax,67,35,21
2023-01-07,2023,January,07,27,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,25,25,15
2023-01-07,2023,January,07,28,Rudolph The Red-Nosed Reindeer,Gene Autry,28,16,22
2023-01-07,2023,January,07,49,Golden Hour,JVKE,54,35,18
2023-01-07,2023,January,07,63,Victoria's Secret,Jax,66,35,22
2023-01-14,2023,January,14,15,Golden Hour,JVKE,49,15,19
2023-01-14,2023,January,14,40,Victoria's Secret,Jax,63,35,23
2023-01-14,2023,January,14,82,La Bachata,Manuel Turizo,0,67,16
2023-01-21,2023,January,21,11,Golden Hour,JVKE,15,11,20
2023-01-21,2023,January,21,45,Victoria's Secret,Jax,40,35,24
2023-01-21,2023,January,21,79,La Bachata,Manuel Turizo,82,67,17
2023-01-28,2023,January,28,11,Golden Hour,JVKE,11,11,21
2023-01-28,2023,January,28,47,Victoria's Secret,Jax,45,35,25
2023-01-28,2023,January,28,72,La Bachata,Manuel Turizo,79,67,18
2023-02-04,2023,February,04,10,Golden Hour,JVKE,11,10,22
2023-02-04,2023,February,04,69,La Bachata,Manuel Turizo,72,67,19
2023-02-11,2023,February,11,12,Golden Hour,JVKE,10,10,23
2023-02-11,2023,February,11,70,La Bachata,Manuel Turizo,69,67,20
2023-02-18,2023,February,18,17,Golden Hour,JVKE,12,10,24
2023-02-18,2023,February,18,70,La Bachata,Manuel Turizo,70,67,21
2023-02-18,2023,February,18,83,Watch The World Burn,Falling In Reverse,0,83,1
2023-02-25,2023,February,25,19,Golden Hour,JVKE,17,10,25
2023-03-04,2023,March,04,27,Golden Hour,JVKE,19,10,26
2023-03-11,2023,March,11,31,Golden Hour,JVKE,27,10,27
2023-03-18,2023,March,18,49,Golden Hour,JVKE,31,10,28
2023-03-25,2023,March,25,40,Golden Hour,JVKE,49,10,29
2023-04-01,2023,April,01,42,Golden Hour,JVKE,40,10,30
2023-04-08,2023,April,08,46,Golden Hour,JVKE,42,10,31
2023-04-15,2023,April,15,47,Golden Hour,JVKE,46,10,32
2023-04-22,2023,April,22,47,Golden Hour,JVKE,47,10,33
2023-04-22,2023,April,22,83,Peaches,Jack Black,0,83,1
2023-04-29,2023,April,29,48,Daylight,David Kushner,0,48,1
2023-04-29,2023,April,29,56,Peaches,Jack Black,83,56,2
2023-05-06,2023,May,06,47,Daylight,David Kushner,48,47,2
2023-05-06,2023,May,06,58,Haegeum,Agust D,0,58,1
2023-05-06,2023,May,06,62,Peaches,Jack Black,56,56,3
2023-05-13,2023,May,13,49,Daylight,David Kushner,47,47,3
2023-05-13,2023,May,13,82,Peaches,Jack Black,62,56,4
2023-05-20,2023,May,20,53,Daylight,David Kushner,49,47,4
2023-05-20,2023,May,20,90,Mathematical Disrespect,Lil Mabu,0,90,1
2023-05-20,2023,May,20,99,Peaches,Jack Black,82,56,5
2023-05-27,2023,May,27,47,Mathematical Disrespect,Lil Mabu,90,47,2
2023-05-27,2023,May,27,52,Daylight,David Kushner,53,47,5
2023-06-03,2023,June,03,51,Daylight,David Kushner,52,47,6
2023-06-03,2023,June,03,59,Mathematical Disrespect,Lil Mabu,47,47,3
2023-06-10,2023,June,10,58,Daylight,David Kushner,51,47,7
2023-06-10,2023,June,10,97,Mathematical Disrespect,Lil Mabu,59,47,4
2023-06-17,2023,June,17,56,Daylight,David Kushner,58,47,8
2023-06-24,2023,June,24,56,Daylight,David Kushner,56,47,9
2023-07-01,2023,July,01,56,Daylight,David Kushner,56,47,10
2023-07-08,2023,July,08,57,Daylight,David Kushner,56,47,11
2023-07-15,2023,July,15,69,Daylight,David Kushner,57,47,12
2023-07-22,2023,July,22,73,Daylight,David Kushner,69,47,13
2023-07-29,2023,July,29,61,Daylight,David Kushner,73,47,14
2023-08-05,2023,August,05,59,Daylight,David Kushner,61,47,15
2023-08-12,2023,August,12,74,Daylight,David Kushner,59,47,16
2023-08-19,2023,August,19,45,Daylight,David Kushner,74,45,17
2023-08-26,2023,August,26,1,Rich Men North Of Richmond,Oliver Anthony Music,0,1,1
2023-08-26,2023,August,26,49,Daylight,David Kushner,45,45,18
2023-08-26,2023,August,26,82,Aint Gotta Dollar,Oliver Anthony Music,0,82,1
2023-09-02,2023,September,02,1,Rich Men North Of Richmond,Oliver Anthony Music,1,1,2
2023-09-02,2023,September,02,40,Daylight,David Kushner,49,40,19
2023-09-02,2023,September,02,88,Aint Gotta Dollar,Oliver Anthony Music,82,82,2
2023-09-09,2023,September,09,6,Rich Men North Of Richmond,Oliver Anthony Music,1,1,3
2023-09-09,2023,September,09,52,Daylight,David Kushner,40,40,20
2023-09-09,2023,September,09,98,On My Mama,Victoria Monet,0,98,1
2023-09-16,2023,September,16,11,Rich Men North Of Richmond,Oliver Anthony Music,6,1,4
2023-09-16,2023,September,16,42,Daylight,David Kushner,52,40,21
2023-09-23,2023,September,23,22,Rich Men North Of Richmond,Oliver Anthony Music,11,1,5
2023-09-23,2023,September,23,48,Daylight,David Kushner,42,40,22
2023-09-30,2023,September,30,20,Rich Men North Of Richmond,Oliver Anthony Music,22,1,6
2023-09-30,2023,September,30,49,Daylight,David Kushner,48,40,23
2023-10-07,2023,October,07,23,Rich Men North Of Richmond,Oliver Anthony Music,20,1,7
2023-10-07,2023,October,07,37,Daylight,David Kushner,49,37,24
2023-10-07,2023,October,07,99,On My Mama,Victoria Monet,0,98,2
2023-10-14,2023,October,14,25,Better Place,*NSYNC,0,25,1
2023-10-14,2023,October,14,30,Rich Men North Of Richmond,Oliver Anthony Music,23,1,8
2023-10-14,2023,October,14,33,Daylight,David Kushner,37,33,25
2023-10-14,2023,October,14,76,On My Mama,Victoria Monet,99,76,3
2023-10-21,2023,October,21,52,Daylight,David Kushner,33,33,26
2023-10-21,2023,October,21,57,Rich Men North Of Richmond,Oliver Anthony Music,30,1,9
2023-10-21,2023,October,21,82,Better Place,*NSYNC,25,25,2
2023-10-21,2023,October,21,89,On My Mama,Victoria Monet,76,76,4
2023-10-28,2023,October,28,45,Daylight,David Kushner,52,33,27
2023-10-28,2023,October,28,64,Rich Men North Of Richmond,Oliver Anthony Music,57,1,10
2023-10-28,2023,October,28,97,On My Mama,Victoria Monet,89,76,5
2023-10-28,2023,October,28,99,Better Place,*NSYNC,82,25,3
2023-11-04,2023,November,04,33,Daylight,David Kushner,45,33,28
2023-11-04,2023,November,04,54,Rich Men North Of Richmond,Oliver Anthony Music,64,1,11
2023-11-04,2023,November,04,58,On My Mama,Victoria Monet,97,58,6
2023-11-04,2023,November,04,78,Better Place,*NSYNC,99,25,4
2023-11-11,2023,November,11,38,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",0,1,40
2023-11-11,2023,November,11,52,Daylight,David Kushner,33,33,29
2023-11-11,2023,November,11,71,On My Mama,Victoria Monet,58,58,7
2023-11-11,2023,November,11,82,Rich Men North Of Richmond,Oliver Anthony Music,54,1,12
2023-11-18,2023,November,18,36,Daylight,David Kushner,52,33,30
2023-11-18,2023,November,18,51,On My Mama,Victoria Monet,71,51,8
2023-11-18,2023,November,18,71,Rich Men North Of Richmond,Oliver Anthony Music,82,1,13
2023-11-25,2023,November,25,41,Daylight,David Kushner,36,33,31
2023-11-25,2023,November,25,48,On My Mama,Victoria Monet,51,48,9
2023-11-25,2023,November,25,70,Rich Men North Of Richmond,Oliver Anthony Music,71,1,14
2023-11-25,2023,November,25,100,Soak City (Do It),310babii,0,100,1
2023-12-02,2023,December,02,59,On My Mama,Victoria Monet,48,48,10
2023-12-02,2023,December,02,85,Rich Men North Of Richmond,Oliver Anthony Music,70,1,15
2023-12-09,2023,December,09,26,Rudolph The Red-Nosed Reindeer,Gene Autry,0,16,23
2023-12-09,2023,December,09,40,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,0,25,16
2023-12-09,2023,December,09,61,On My Mama,Victoria Monet,59,48,11
2023-12-09,2023,December,09,99,Rich Men North Of Richmond,Oliver Anthony Music,85,1,16
2023-12-16,2023,December,16,31,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,40,25,17
2023-12-16,2023,December,16,61,On My Mama,Victoria Monet,61,48,12
2023-12-16,2023,December,16,97,Rich Men North Of Richmond,Oliver Anthony Music,99,1,17
2023-12-16,2023,December,16,98,Soak City (Do It),310babii,0,98,2
2023-12-23,2023,December,23,25,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,31,25,18
2023-12-23,2023,December,23,70,On My Mama,Victoria Monet,61,48,13
2023-12-30,2023,December,30,22,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,25,22,19
2023-12-30,2023,December,30,62,On My Mama,Victoria Monet,70,48,14
2023-12-30,2023,December,30,84,Never Lose Me,Flo Milli,0,84,1
2023-12-30,2023,December,30,93,Wondering Why,The Red Clay Strays,0,93,1
2024-01-06,2024,January,06,21,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,22,21,20
2024-01-06,2024,January,06,64,On My Mama,Victoria Monet,62,48,15
2024-01-06,2024,January,06,85,Never Lose Me,Flo Milli,84,84,2
2024-01-13,2024,January,13,35,On My Mama,Victoria Monet,64,35,16
2024-01-13,2024,January,13,47,Never Lose Me,Flo Milli,85,47,3
2024-01-13,2024,January,13,68,Soak City (Do It),310babii,0,68,3
2024-01-13,2024,January,13,76,Wondering Why,The Red Clay Strays,0,76,2
2024-01-13,2024,January,13,85,Rich Men North Of Richmond,Oliver Anthony Music,0,1,18
2024-01-13,2024,January,13,92,Better Place,*NSYNC,0,25,5
2024-01-20,2024,January,20,38,On My Mama,Victoria Monet,35,35,17
2024-01-20,2024,January,20,42,Never Lose Me,Flo Milli,47,42,4
2024-01-20,2024,January,20,66,Soak City,310babii,68,66,4
2024-01-20,2024,January,20,71,Wondering Why,The Red Clay Strays,76,71,3
2024-01-20,2024,January,20,77,Act II: Date @ 8,4Batz,0,77,1
2024-01-20,2024,January,20,81,Rich Men North Of Richmond,Oliver Anthony Music,85,1,19
2024-01-20,2024,January,20,96,Better Place,*NSYNC,92,25,6
2024-01-27,2024,January,27,37,Never Lose Me,Flo Milli,42,37,5
2024-01-27,2024,January,27,51,On My Mama,Victoria Monet,38,35,18
2024-01-27,2024,January,27,75,Soak City,310babii,66,66,5
2024-01-27,2024,January,27,76,Act II: Date @ 8,4Batz,77,76,2
2024-01-27,2024,January,27,84,Wondering Why,The Red Clay Strays,71,71,4
2024-01-27,2024,January,27,88,02.02.99,That Mexican OT,0,88,1
2024-01-27,2024,January,27,94,Rich Men North Of Richmond,Oliver Anthony Music,81,1,20
2024-02-03,2024,February,03,19,Never Lose Me,Flo Milli,37,19,6
2024-02-03,2024,February,03,49,On My Mama,Victoria Monet,51,35,19
2024-02-03,2024,February,03,61,Soak City,310babii,75,61,6
2024-02-03,2024,February,03,62,Act II: Date @ 8,4Batz,76,62,3
2024-02-03,2024,February,03,70,Skin And Bones,David Kushner,0,70,1
2024-02-03,2024,February,03,74,02.02.99,That Mexican OT,88,74,2
2024-02-03,2024,February,03,84,Wondering Why,The Red Clay Strays,84,71,5
2024-02-10,2024,February,10,18,Never Lose Me,Flo Milli,19,18,7
2024-02-10,2024,February,10,50,On My Mama,Victoria Monet,49,35,20
2024-02-10,2024,February,10,59,Act II: Date @ 8,4Batz,62,59,4
2024-02-10,2024,February,10,69,Soak City,310babii,61,61,7
2024-02-10,2024,February,10,90,Wondering Why,The Red Clay Strays,84,71,6
2024-02-10,2024,February,10,93,02.02.99,That Mexican OT,74,74,3
2024-02-17,2024,February,17,19,Never Lose Me,Flo Milli,18,18,8
2024-02-17,2024,February,17,33,On My Mama,Victoria Monet,50,33,21
2024-02-17,2024,February,17,61,Act II: Date @ 8,4Batz,59,59,5
2024-02-17,2024,February,17,76,Soak City,310babii,69,61,8
2024-02-17,2024,February,17,92,Wondering Why,The Red Clay Strays,90,71,7
2024-02-24,2024,February,24,21,Never Lose Me,Flo Milli,19,18,9
2024-02-24,2024,February,24,44,On My Mama,Victoria Monet,33,33,22
2024-02-24,2024,February,24,81,Act II: Date @ 8,4Batz,61,59,6
2024-02-24,2024,February,24,84,Soak City,310babii,76,61,9
2024-03-02,2024,March,02,24,Never Lose Me,Flo Milli,21,18,10
2024-03-02,2024,March,02,38,On My Mama,Victoria Monet,44,33,23
2024-03-02,2024,March,02,72,Soak City,310babii,84,61,10
2024-03-02,2024,March,02,75,Act II: Date @ 8,4Batz,81,59,7
2024-03-02,2024,March,02,99,Wondering Why,The Red Clay Strays,0,71,8
2024-03-09,2024,March,09,26,Never Lose Me,Flo Milli,24,18,11
2024-03-09,2024,March,09,41,On My Mama,Victoria Monet,38,33,24
2024-03-09,2024,March,09,59,Soak City,310babii,72,59,11
2024-03-09,2024,March,09,68,Act II: Date @ 8,4Batz,75,59,8
2024-03-16,2024,March,16,27,Never Lose Me,Flo Milli,26,18,12
2024-03-16,2024,March,16,41,On My Mama,Victoria Monet,41,33,25
2024-03-16,2024,March,16,56,Soak City,310babii,59,56,12
2024-03-16,2024,March,16,61,Act II: Date @ 8,4Batz,68,59,9
2024-03-16,2024,March,16,99,Wondering Why,The Red Clay Strays,0,71,9
2024-03-23,2024,March,23,34,Never Lose Me,Flo Milli,27,18,13
2024-03-23,2024,March,23,62,Soak City,310babii,56,56,13
2024-03-23,2024,March,23,74,Austin,Dasha,0,74,1
2024-03-30,2024,March,30,15,Never Lose Me,Flo Milli,34,15,14
2024-03-30,2024,March,30,53,Soak City,310babii,62,53,14
2024-03-30,2024,March,30,59,Austin,Dasha,74,59,2
2024-04-06,2024,April,06,29,Never Lose Me,Flo Milli,15,15,15
2024-04-06,2024,April,06,53,Austin,Dasha,59,53,3
2024-04-06,2024,April,06,64,Soak City,310babii,53,53,15
2024-04-13,2024,April,13,29,Never Lose Me,Flo Milli,29,15,16
2024-04-13,2024,April,13,57,Austin,Dasha,53,53,4
2024-04-13,2024,April,13,76,Soak City,310babii,64,53,16
2024-04-20,2024,April,20,31,Never Lose Me,Flo Milli,29,15,17
2024-04-20,2024,April,20,32,Austin,Dasha,57,32,5
2024-04-20,2024,April,20,71,Soak City,310babii,76,53,17
2024-04-20,2024,April,20,91,Magnetic,ILLIT,0,91,1
2024-04-27,2024,April,27,28,Austin,Dasha,32,28,6
2024-04-27,2024,April,27,33,Never Lose Me,Flo Milli,31,15,18
2024-04-27,2024,April,27,82,Soak City,310babii,71,53,18
2024-05-04,2024,May,04,60,Austin,Dasha,28,28,7
2024-05-04,2024,May,04,61,Never Lose Me,Flo Milli,33,15,19
2024-05-04,2024,May,04,99,Soak City,310babii,82,53,19
2024-05-11,2024,May,11,43,Austin,Dasha,60,28,8
2024-05-11,2024,May,11,45,Never Lose Me,Flo Milli,61,15,20
2024-05-11,2024,May,11,74,Okay,JT,0,74,1
2024-05-11,2024,May,11,87,Belong Together,Mark Ambor,0,87,1
2024-05-18,2024,May,18,34,Austin,Dasha,43,28,9
2024-05-18,2024,May,18,44,Never Lose Me,Flo Milli,45,15,21
2024-05-18,2024,May,18,84,Belong Together,Mark Ambor,87,84,2
2024-05-25,2024,May,25,29,Austin,Dasha,34,28,10
2024-05-25,2024,May,25,77,Stargazing,Myles Smith,0,77,1
2024-05-25,2024,May,25,84,Belong Together,Mark Ambor,84,84,3
2024-06-01,2024,June,01,34,Austin,Dasha,29,28,11
2024-06-01,2024,June,01,79,Stargazing,Myles Smith,77,77,2
2024-06-01,2024,June,01,90,Belong Together,Mark Ambor,84,84,4
2024-06-01,2024,June,01,99,Wondering Why,The Red Clay Strays,0,71,10
2024-06-08,2024,June,08,25,Austin,Dasha,34,25,12
2024-06-08,2024,June,08,51,Stargazing,Myles Smith,79,51,3
2024-06-08,2024,June,08,82,Belong Together,Mark Ambor,90,82,5
2024-06-08,2024,June,08,87,Wondering Why,The Red Clay Strays,99,71,11
2024-06-15,2024,June,15,20,Austin,Dasha,25,20,13
2024-06-15,2024,June,15,41,Stargazing,Myles Smith,51,41,4
2024-06-15,2024,June,15,74,Belong Together,Mark Ambor,82,74,6
2024-06-15,2024,June,15,76,Wondering Why,The Red Clay Strays,87,71,12
2024-06-22,2024,June,22,19,Austin,Dasha,20,19,14
2024-06-22,2024,June,22,45,Stargazing,Myles Smith,41,41,5
2024-06-22,2024,June,22,76,Belong Together,Mark Ambor,74,74,7
2024-06-22,2024,June,22,79,Wondering Why,The Red Clay Strays,76,71,13
2024-06-29,2024,June,29,20,Austin,Dasha,19,19,15
2024-06-29,2024,June,29,44,Stargazing,Myles Smith,45,41,6
2024-06-29,2024,June,29,79,Belong Together,Mark Ambor,76,74,8
2024-07-06,2024,July,06,19,Austin,Dasha,20,19,16
2024-07-06,2024,July,06,49,Stargazing,Myles Smith,44,41,7
2024-07-06,2024,July,06,88,Belong Together,Mark Ambor,79,74,9
2024-07-13,2024,July,13,21,Austin,Dasha,19,19,17
2024-07-13,2024,July,13,45,Stargazing,Myles Smith,49,41,8
2024-07-13,2024,July,13,72,Okay,JT,0,72,2
2024-07-13,2024,July,13,92,Belong Together,Mark Ambor,88,74,10
2024-07-13,2024,July,13,100,Wondering Why,The Red Clay Strays,0,71,14
2024-07-20,2024,July,20,23,Austin,Dasha,21,19,18
2024-07-20,2024,July,20,47,Stargazing,Myles Smith,45,41,9
2024-07-20,2024,July,20,98,Belong Together,Mark Ambor,92,74,11
2024-07-20,2024,July,20,100,Okay,JT,72,72,3
2024-07-27,2024,July,27,26,Austin,Dasha,23,19,19
2024-07-27,2024,July,27,55,Stargazing,Myles Smith,47,41,10
2024-08-03,2024,August,03,23,Austin,Dasha,26,19,20
2024-08-03,2024,August,03,44,Stargazing,Myles Smith,55,41,11
2024-08-03,2024,August,03,84,Belong Together,Mark Ambor,0,74,12
2024-08-03,2024,August,03,85,Okay,JT,0,72,4
2024-08-10,2024,August,10,23,Austin,Dasha,23,19,21
2024-08-10,2024,August,10,40,Stargazing,Myles Smith,44,40,12
2024-08-10,2024,August,10,82,Belong Together,Mark Ambor,84,74,13
2024-08-10,2024,August,10,96,Okay,JT,85,72,5
2024-08-10,2024,August,10,100,Wanna Be Loved,The Red Clay Strays,0,100,1
2024-08-17,2024,August,17,22,Austin,Dasha,23,19,22
2024-08-17,2024,August,17,44,Stargazing,Myles Smith,40,40,13
2024-08-17,2024,August,17,45,Bye Bye Bye,*NSYNC,0,4,24
2024-08-17,2024,August,17,82,Belong Together,Mark Ambor,82,74,14
2024-08-24,2024,August,24,18,Austin,Dasha,22,18,23
2024-08-24,2024,August,24,44,Stargazing,Myles Smith,44,40,14
2024-08-24,2024,August,24,78,Belong Together,Mark Ambor,82,74,15
2024-08-24,2024,August,24,99,Okay,JT,0,72,6
2024-08-31,2024,August,31,22,Austin,Dasha,18,18,24
2024-08-31,2024,August,31,45,Stargazing,Myles Smith,44,40,15
2024-08-31,2024,August,31,89,Belong Together,Mark Ambor,78,74,16
2024-09-07,2024,September,07,24,Austin,Dasha,22,18,25
2024-09-07,2024,September,07,49,Stargazing,Myles Smith,45,40,16
2024-09-07,2024,September,07,87,Belong Together,Mark Ambor,89,74,17
2024-09-14,2024,September,14,21,Austin,Dasha,24,18,26
2024-09-14,2024,September,14,45,Stargazing,Myles Smith,49,40,17
2024-09-14,2024,September,14,86,Belong Together,Mark Ambor,87,74,18
2024-09-14,2024,September,14,91,Love You Again,Chase Matthew,0,91,1
2024-09-21,2024,September,21,19,Austin,Dasha,21,18,27
2024-09-21,2024,September,21,44,Stargazing,Myles Smith,45,40,18
2024-09-21,2024,September,21,79,Belong Together,Mark Ambor,86,74,19
2024-09-28,2024,September,28,24,Austin,Dasha,19,18,28
2024-09-28,2024,September,28,40,Stargazing,Myles Smith,44,40,19
2024-09-28,2024,September,28,84,Belong Together,Mark Ambor,79,74,20
2024-10-05,2024,October,05,19,Austin,Dasha,24,18,29
2024-10-05,2024,October,05,40,Stargazing,Myles Smith,40,40,20
2024-10-05,2024,October,05,92,Belong Together,Mark Ambor,84,74,21
2024-10-12,2024,October,12,20,Austin,Dasha,19,18,30
2024-10-12,2024,October,12,34,Stargazing,Myles Smith,40,34,21
2024-10-12,2024,October,12,86,Belong Together,Mark Ambor,92,74,22
2024-10-19,2024,October,19,22,Austin,Dasha,20,18,31
2024-10-19,2024,October,19,27,Stargazing,Myles Smith,34,27,22
2024-10-19,2024,October,19,78,Belong Together,Mark Ambor,86,74,23
2024-10-26,2024,October,26,25,Austin,Dasha,22,18,32
2024-10-26,2024,October,26,30,Stargazing,Myles Smith,27,27,23
2024-11-02,2024,November,02,25,Stargazing,Myles Smith,30,25,24
2024-11-02,2024,November,02,31,Austin,Dasha,25,18,33
2024-11-02,2024,November,02,97,Belong Together,Mark Ambor,0,74,24
2024-11-09,2024,November,09,30,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",0,1,41
2024-11-09,2024,November,09,36,Stargazing,Myles Smith,25,25,25
2024-11-09,2024,November,09,47,Austin,Dasha,31,18,34
2024-11-09,2024,November,09,50,Somebody's Watching Me,Rockwell,0,2,21
2024-11-16,2024,November,16,24,Stargazing,Myles Smith,36,24,26
2024-11-16,2024,November,16,42,Austin,Dasha,47,18,35
2024-11-23,2024,November,23,20,Stargazing,Myles Smith,24,20,27
2024-11-23,2024,November,23,42,Austin,Dasha,42,18,36
