chart_week,year,month,day,current_week,title,performer,last_week,peak_pos,wks_on_chart
1976-11-27,1976,November,27,95,"(Shake, Shake, Shake) Shake Your Booty",KC And The Sunshine Band,44,1,21
1977-03-12,1977,March,12,1,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,1,1,14
1977-03-12,1977,March,12,5,Blinded By The Light,Manfred Mann's Earth Band,5,1,17
1977-03-12,1977,March,12,6,Dancing Queen,ABBA,7,6,14
1977-03-12,1977,March,12,7,Torn Between Two Lovers,Mary Macgregor,9,1,17
1977-03-12,1977,March,12,9,Rich Girl,Daryl Hall John Oates,12,9,8
1977-03-12,1977,March,12,11,Don't Leave Me This Way,Thelma Houston,13,11,13
1977-03-12,1977,March,12,14,New Kid In Town,Eagles,2,1,13
1977-03-12,1977,March,12,17,Don't Give Up On Us,David Soul,23,17,7
1977-03-12,1977,March,12,30,Southern Nights,Glen Campbell,39,30,5
1977-03-12,1977,March,12,32,I Wish,Stevie Wonder,17,1,15
1977-03-12,1977,March,12,35,Hotel California,Eagles,52,35,3
1977-03-12,1977,March,12,38,Car Wash,Rose Royce,19,1,21
1977-03-12,1977,March,12,53,You Make Me Feel Like Dancing,Leo Sayer,50,1,21
1977-03-12,1977,March,12,59,When I Need You,Leo Sayer,70,59,3
1977-03-12,1977,March,12,61,I'm Your Boogie Man,KC And The Sunshine Band,72,61,3
1977-03-19,1977,March,19,1,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,1,1,15
1977-03-19,1977,March,19,3,Rich Girl,Daryl Hall John Oates,9,3,9
1977-03-19,1977,March,19,5,Dancing Queen,ABBA,6,5,15
1977-03-19,1977,March,19,7,Torn Between Two Lovers,Mary Macgregor,7,1,18
1977-03-19,1977,March,19,8,Don't Give Up On Us,David Soul,17,8,8
1977-03-19,1977,March,19,9,Don't Leave Me This Way,Thelma Houston,11,9,14
1977-03-19,1977,March,19,18,Blinded By The Light,Manfred Mann's Earth Band,5,1,18
1977-03-19,1977,March,19,19,Hotel California,Eagles,35,19,4
1977-03-19,1977,March,19,21,Southern Nights,Glen Campbell,30,21,6
1977-03-19,1977,March,19,27,New Kid In Town,Eagles,14,1,14
1977-03-19,1977,March,19,41,I Wish,Stevie Wonder,32,1,16
1977-03-19,1977,March,19,46,When I Need You,Leo Sayer,59,46,4
1977-03-19,1977,March,19,51,I'm Your Boogie Man,KC And The Sunshine Band,61,51,4
1977-03-19,1977,March,19,53,Car Wash,Rose Royce,38,1,22
1977-03-26,1977,March,26,1,Rich Girl,Daryl Hall John Oates,3,1,10
1977-03-26,1977,March,26,2,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,1,1,16
1977-03-26,1977,March,26,3,Dancing Queen,ABBA,5,3,16
1977-03-26,1977,March,26,4,Don't Give Up On Us,David Soul,8,4,9
1977-03-26,1977,March,26,5,Don't Leave Me This Way,Thelma Houston,9,5,15
1977-03-26,1977,March,26,10,Torn Between Two Lovers,Mary Macgregor,7,1,19
1977-03-26,1977,March,26,16,Southern Nights,Glen Campbell,21,16,7
1977-03-26,1977,March,26,17,Hotel California,Eagles,19,17,5
1977-03-26,1977,March,26,29,Blinded By The Light,Manfred Mann's Earth Band,18,1,19
1977-03-26,1977,March,26,35,When I Need You,Leo Sayer,46,35,5
1977-03-26,1977,March,26,41,I'm Your Boogie Man,KC And The Sunshine Band,51,41,5
1977-03-26,1977,March,26,51,New Kid In Town,Eagles,27,1,15
1977-03-26,1977,March,26,67,I Wish,Stevie Wonder,41,1,17
1977-03-26,1977,March,26,99,Car Wash,Rose Royce,53,1,23
1977-04-02,1977,April,02,1,Rich Girl,Daryl Hall John Oates,1,1,11
1977-04-02,1977,April,02,2,Dancing Queen,ABBA,3,2,17
1977-04-02,1977,April,02,3,Don't Give Up On Us,David Soul,4,3,10
1977-04-02,1977,April,02,4,Don't Leave Me This Way,Thelma Houston,5,4,16
1977-04-02,1977,April,02,5,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,2,1,17
1977-04-02,1977,April,02,6,Southern Nights,Glen Campbell,16,6,8
1977-04-02,1977,April,02,8,Hotel California,Eagles,17,8,6
1977-04-02,1977,April,02,16,Torn Between Two Lovers,Mary Macgregor,10,1,20
1977-04-02,1977,April,02,21,When I Need You,Leo Sayer,35,21,6
1977-04-02,1977,April,02,35,I'm Your Boogie Man,KC And The Sunshine Band,41,35,6
1977-04-02,1977,April,02,50,Blinded By The Light,Manfred Mann's Earth Band,29,1,20
1977-04-02,1977,April,02,74,Sir Duke,Stevie Wonder,NA,74,1
1977-04-02,1977,April,02,98,Undercover Angel,Alan O'Day,NA,98,1
1977-04-09,1977,April,09,1,Dancing Queen,ABBA,2,1,18
1977-04-09,1977,April,09,2,Don't Give Up On Us,David Soul,3,2,11
1977-04-09,1977,April,09,3,Don't Leave Me This Way,Thelma Houston,4,3,17
1977-04-09,1977,April,09,4,Rich Girl,Daryl Hall John Oates,1,1,12
1977-04-09,1977,April,09,5,Southern Nights,Glen Campbell,6,5,9
1977-04-09,1977,April,09,7,Hotel California,Eagles,8,7,7
1977-04-09,1977,April,09,9,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,5,1,18
1977-04-09,1977,April,09,17,When I Need You,Leo Sayer,21,17,7
1977-04-09,1977,April,09,25,I'm Your Boogie Man,KC And The Sunshine Band,35,25,7
1977-04-09,1977,April,09,33,Torn Between Two Lovers,Mary Macgregor,16,1,21
1977-04-09,1977,April,09,48,Sir Duke,Stevie Wonder,74,48,2
1977-04-09,1977,April,09,88,Undercover Angel,Alan O'Day,98,88,2
1977-04-16,1977,April,16,1,Don't Give Up On Us,David Soul,2,1,12
1977-04-16,1977,April,16,2,Don't Leave Me This Way,Thelma Houston,3,2,18
1977-04-16,1977,April,16,3,Southern Nights,Glen Campbell,5,3,10
1977-04-16,1977,April,16,4,Hotel California,Eagles,7,4,8
1977-04-16,1977,April,16,6,Dancing Queen,ABBA,1,1,19
1977-04-16,1977,April,16,8,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,9,1,19
1977-04-16,1977,April,16,10,Rich Girl,Daryl Hall John Oates,4,1,13
1977-04-16,1977,April,16,13,When I Need You,Leo Sayer,17,13,8
1977-04-16,1977,April,16,20,I'm Your Boogie Man,KC And The Sunshine Band,25,20,8
1977-04-16,1977,April,16,31,Sir Duke,Stevie Wonder,48,31,3
1977-04-16,1977,April,16,50,Got To Give It Up (Pt. I),Marvin Gaye,NA,50,1
1977-04-16,1977,April,16,56,Torn Between Two Lovers,Mary Macgregor,33,1,22
1977-04-16,1977,April,16,77,Dreams,Fleetwood Mac,NA,77,1
1977-04-16,1977,April,16,78,Undercover Angel,Alan O'Day,88,78,3
1977-04-23,1977,April,23,1,Don't Leave Me This Way,Thelma Houston,2,1,19
1977-04-23,1977,April,23,2,Southern Nights,Glen Campbell,3,2,11
1977-04-23,1977,April,23,3,Hotel California,Eagles,4,3,9
1977-04-23,1977,April,23,4,Don't Give Up On Us,David Soul,1,1,13
1977-04-23,1977,April,23,7,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,8,1,20
1977-04-23,1977,April,23,9,When I Need You,Leo Sayer,13,9,9
1977-04-23,1977,April,23,12,Rich Girl,Daryl Hall John Oates,10,1,14
1977-04-23,1977,April,23,17,I'm Your Boogie Man,KC And The Sunshine Band,20,17,9
1977-04-23,1977,April,23,18,Dancing Queen,ABBA,6,1,20
1977-04-23,1977,April,23,19,Sir Duke,Stevie Wonder,31,19,4
1977-04-23,1977,April,23,36,Got To Give It Up (Pt. I),Marvin Gaye,50,36,2
1977-04-23,1977,April,23,56,Dreams,Fleetwood Mac,77,56,2
1977-04-23,1977,April,23,67,Undercover Angel,Alan O'Day,78,67,4
1977-04-23,1977,April,23,84,Gonna Fly Now,Bill Conti,NA,84,1
1977-04-23,1977,April,23,88,I Just Want To Be Your Everything,Andy Gibb,NA,88,1
1977-04-30,1977,April,30,1,Southern Nights,Glen Campbell,2,1,12
1977-04-30,1977,April,30,2,Hotel California,Eagles,3,2,10
1977-04-30,1977,April,30,3,Don't Leave Me This Way,Thelma Houston,1,1,20
1977-04-30,1977,April,30,4,When I Need You,Leo Sayer,9,4,10
1977-04-30,1977,April,30,6,Don't Give Up On Us,David Soul,4,1,14
1977-04-30,1977,April,30,9,Sir Duke,Stevie Wonder,19,9,5
1977-04-30,1977,April,30,15,I'm Your Boogie Man,KC And The Sunshine Band,17,15,10
1977-04-30,1977,April,30,17,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,7,1,21
1977-04-30,1977,April,30,18,Rich Girl,Daryl Hall John Oates,12,1,15
1977-04-30,1977,April,30,27,Dancing Queen,ABBA,18,1,21
1977-04-30,1977,April,30,29,Got To Give It Up (Pt. I),Marvin Gaye,36,29,3
1977-04-30,1977,April,30,36,Dreams,Fleetwood Mac,56,36,3
1977-04-30,1977,April,30,54,Undercover Angel,Alan O'Day,67,54,5
1977-04-30,1977,April,30,58,Gonna Fly Now,Bill Conti,84,58,2
1977-04-30,1977,April,30,78,I Just Want To Be Your Everything,Andy Gibb,88,78,2
1977-05-07,1977,May,07,1,Hotel California,Eagles,2,1,11
1977-05-07,1977,May,07,2,When I Need You,Leo Sayer,4,2,11
1977-05-07,1977,May,07,3,Southern Nights,Glen Campbell,1,1,13
1977-05-07,1977,May,07,4,Sir Duke,Stevie Wonder,9,4,6
1977-05-07,1977,May,07,5,Don't Leave Me This Way,Thelma Houston,3,1,21
1977-05-07,1977,May,07,11,I'm Your Boogie Man,KC And The Sunshine Band,15,11,11
1977-05-07,1977,May,07,14,Got To Give It Up (Pt. I),Marvin Gaye,29,14,4
1977-05-07,1977,May,07,16,Don't Give Up On Us,David Soul,6,1,15
1977-05-07,1977,May,07,26,Dreams,Fleetwood Mac,36,26,4
1977-05-07,1977,May,07,29,Gonna Fly Now,Bill Conti,58,29,3
1977-05-07,1977,May,07,30,Rich Girl,Daryl Hall John Oates,18,1,16
1977-05-07,1977,May,07,31,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,17,1,22
1977-05-07,1977,May,07,40,Undercover Angel,Alan O'Day,54,40,6
1977-05-07,1977,May,07,45,Dancing Queen,ABBA,27,1,22
1977-05-07,1977,May,07,64,I Just Want To Be Your Everything,Andy Gibb,78,64,3
1977-05-07,1977,May,07,88,Looks Like We Made It,Barry Manilow,NA,88,1
1977-05-14,1977,May,14,1,When I Need You,Leo Sayer,2,1,12
1977-05-14,1977,May,14,2,Sir Duke,Stevie Wonder,4,2,7
1977-05-14,1977,May,14,3,Hotel California,Eagles,1,1,12
1977-05-14,1977,May,14,4,Southern Nights,Glen Campbell,3,1,14
1977-05-14,1977,May,14,8,I'm Your Boogie Man,KC And The Sunshine Band,11,8,12
1977-05-14,1977,May,14,9,Got To Give It Up (Pt. I),Marvin Gaye,14,9,5
1977-05-14,1977,May,14,14,Dreams,Fleetwood Mac,26,14,5
1977-05-14,1977,May,14,21,Gonna Fly Now,Bill Conti,29,21,4
1977-05-14,1977,May,14,24,Don't Leave Me This Way,Thelma Houston,5,1,22
1977-05-14,1977,May,14,28,Undercover Angel,Alan O'Day,40,28,7
1977-05-14,1977,May,14,31,Don't Give Up On Us,David Soul,16,1,16
1977-05-14,1977,May,14,44,Rich Girl,Daryl Hall John Oates,30,1,17
1977-05-14,1977,May,14,49,I Just Want To Be Your Everything,Andy Gibb,64,49,4
1977-05-14,1977,May,14,57,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,31,1,23
1977-05-14,1977,May,14,66,Looks Like We Made It,Barry Manilow,88,66,2
1977-05-14,1977,May,14,89,Da Doo Ron Ron,Shaun Cassidy,NA,89,1
1977-05-21,1977,May,21,1,Sir Duke,Stevie Wonder,2,1,8
1977-05-21,1977,May,21,2,When I Need You,Leo Sayer,1,1,13
1977-05-21,1977,May,21,4,I'm Your Boogie Man,KC And The Sunshine Band,8,4,13
1977-05-21,1977,May,21,5,Got To Give It Up (Pt. I),Marvin Gaye,9,5,6
1977-05-21,1977,May,21,6,Dreams,Fleetwood Mac,14,6,6
1977-05-21,1977,May,21,7,Gonna Fly Now,Bill Conti,21,7,5
1977-05-21,1977,May,21,8,Hotel California,Eagles,3,1,13
1977-05-21,1977,May,21,9,Southern Nights,Glen Campbell,4,1,15
1977-05-21,1977,May,21,19,Undercover Angel,Alan O'Day,28,19,8
1977-05-21,1977,May,21,34,Don't Leave Me This Way,Thelma Houston,24,1,23
1977-05-21,1977,May,21,44,I Just Want To Be Your Everything,Andy Gibb,49,44,5
1977-05-21,1977,May,21,47,Don't Give Up On Us,David Soul,31,1,17
1977-05-21,1977,May,21,49,Looks Like We Made It,Barry Manilow,66,49,3
1977-05-21,1977,May,21,71,Rich Girl,Daryl Hall John Oates,44,1,18
1977-05-21,1977,May,21,74,Da Doo Ron Ron,Shaun Cassidy,89,74,2
1977-05-21,1977,May,21,83,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,57,1,24
1977-05-28,1977,May,28,1,Sir Duke,Stevie Wonder,1,1,9
1977-05-28,1977,May,28,2,When I Need You,Leo Sayer,2,1,14
1977-05-28,1977,May,28,3,I'm Your Boogie Man,KC And The Sunshine Band,4,3,14
1977-05-28,1977,May,28,4,Dreams,Fleetwood Mac,6,4,7
1977-05-28,1977,May,28,5,Got To Give It Up (Pt. I),Marvin Gaye,5,5,7
1977-05-28,1977,May,28,6,Gonna Fly Now,Bill Conti,7,6,6
1977-05-28,1977,May,28,11,Hotel California,Eagles,8,1,14
1977-05-28,1977,May,28,12,Southern Nights,Glen Campbell,9,1,16
1977-05-28,1977,May,28,14,Undercover Angel,Alan O'Day,19,14,9
1977-05-28,1977,May,28,33,Looks Like We Made It,Barry Manilow,49,33,4
1977-05-28,1977,May,28,37,I Just Want To Be Your Everything,Andy Gibb,44,37,6
1977-05-28,1977,May,28,51,Da Doo Ron Ron,Shaun Cassidy,74,51,3
1977-05-28,1977,May,28,60,Don't Give Up On Us,David Soul,47,1,18
1977-05-28,1977,May,28,64,Don't Leave Me This Way,Thelma Houston,34,1,24
1977-05-28,1977,May,28,77,Rich Girl,Daryl Hall John Oates,71,1,19
1977-05-28,1977,May,28,87,"Evergreen (Love Theme From ""A Star Is Born"")",Barbra Streisand,83,1,25
1977-06-04,1977,June,04,1,Sir Duke,Stevie Wonder,1,1,10
1977-06-04,1977,June,04,2,I'm Your Boogie Man,KC And The Sunshine Band,3,2,15
1977-06-04,1977,June,04,3,Dreams,Fleetwood Mac,4,3,8
1977-06-04,1977,June,04,4,Got To Give It Up (Pt. I),Marvin Gaye,5,4,8
1977-06-04,1977,June,04,5,Gonna Fly Now,Bill Conti,6,5,7
1977-06-04,1977,June,04,10,When I Need You,Leo Sayer,2,1,15
1977-06-04,1977,June,04,11,Undercover Angel,Alan O'Day,14,11,10
1977-06-04,1977,June,04,13,Hotel California,Eagles,11,1,15
1977-06-04,1977,June,04,18,Southern Nights,Glen Campbell,12,1,17
1977-06-04,1977,June,04,20,Looks Like We Made It,Barry Manilow,33,20,5
1977-06-04,1977,June,04,32,I Just Want To Be Your Everything,Andy Gibb,37,32,7
1977-06-04,1977,June,04,33,Da Doo Ron Ron,Shaun Cassidy,51,33,4
1977-06-04,1977,June,04,68,Don't Give Up On Us,David Soul,60,1,19
1977-06-04,1977,June,04,100,Rich Girl,Daryl Hall John Oates,77,1,20
1977-06-11,1977,June,11,1,I'm Your Boogie Man,KC And The Sunshine Band,2,1,16
1977-06-11,1977,June,11,2,Dreams,Fleetwood Mac,3,2,9
1977-06-11,1977,June,11,3,Got To Give It Up (Pt. I),Marvin Gaye,4,3,9
1977-06-11,1977,June,11,4,Gonna Fly Now,Bill Conti,5,4,8
1977-06-11,1977,June,11,8,Undercover Angel,Alan O'Day,11,8,11
1977-06-11,1977,June,11,9,Sir Duke,Stevie Wonder,1,1,11
1977-06-11,1977,June,11,16,When I Need You,Leo Sayer,10,1,16
1977-06-11,1977,June,11,17,Hotel California,Eagles,13,1,16
1977-06-11,1977,June,11,18,Looks Like We Made It,Barry Manilow,20,18,6
1977-06-11,1977,June,11,20,Da Doo Ron Ron,Shaun Cassidy,33,20,5
1977-06-11,1977,June,11,26,I Just Want To Be Your Everything,Andy Gibb,32,26,8
1977-06-11,1977,June,11,32,Southern Nights,Glen Campbell,18,1,18
1977-06-11,1977,June,11,82,Best Of My Love,The Emotions,NA,82,1
1977-06-18,1977,June,18,1,Dreams,Fleetwood Mac,2,1,10
1977-06-18,1977,June,18,2,Got To Give It Up (Pt. I),Marvin Gaye,3,2,10
1977-06-18,1977,June,18,3,Gonna Fly Now,Bill Conti,4,3,9
1977-06-18,1977,June,18,6,Undercover Angel,Alan O'Day,8,6,12
1977-06-18,1977,June,18,8,I'm Your Boogie Man,KC And The Sunshine Band,1,1,17
1977-06-18,1977,June,18,9,Sir Duke,Stevie Wonder,9,1,12
1977-06-18,1977,June,18,15,Looks Like We Made It,Barry Manilow,18,15,7
1977-06-18,1977,June,18,16,Da Doo Ron Ron,Shaun Cassidy,20,16,6
1977-06-18,1977,June,18,21,I Just Want To Be Your Everything,Andy Gibb,26,21,9
1977-06-18,1977,June,18,26,When I Need You,Leo Sayer,16,1,17
1977-06-18,1977,June,18,30,Hotel California,Eagles,17,1,17
1977-06-18,1977,June,18,53,Southern Nights,Glen Campbell,32,1,19
1977-06-18,1977,June,18,70,Best Of My Love,The Emotions,82,70,2
1977-06-25,1977,June,25,1,Got To Give It Up (Pt. I),Marvin Gaye,2,1,11
1977-06-25,1977,June,25,2,Gonna Fly Now,Bill Conti,3,2,10
1977-06-25,1977,June,25,3,Undercover Angel,Alan O'Day,6,3,13
1977-06-25,1977,June,25,6,Dreams,Fleetwood Mac,1,1,11
1977-06-25,1977,June,25,8,Da Doo Ron Ron,Shaun Cassidy,16,8,7
1977-06-25,1977,June,25,13,Looks Like We Made It,Barry Manilow,15,13,8
1977-06-25,1977,June,25,15,I Just Want To Be Your Everything,Andy Gibb,21,15,10
1977-06-25,1977,June,25,19,I'm Your Boogie Man,KC And The Sunshine Band,8,1,18
1977-06-25,1977,June,25,25,Sir Duke,Stevie Wonder,9,1,13
1977-06-25,1977,June,25,33,When I Need You,Leo Sayer,26,1,18
1977-06-25,1977,June,25,50,Best Of My Love,The Emotions,70,50,3
1977-06-25,1977,June,25,58,Hotel California,Eagles,30,1,18
1977-06-25,1977,June,25,96,Southern Nights,Glen Campbell,53,1,20
1977-07-02,1977,July,02,1,Gonna Fly Now,Bill Conti,2,1,11
1977-07-02,1977,July,02,2,Undercover Angel,Alan O'Day,3,2,14
1977-07-02,1977,July,02,3,Got To Give It Up (Pt. I),Marvin Gaye,1,1,12
1977-07-02,1977,July,02,4,Da Doo Ron Ron,Shaun Cassidy,8,4,8
1977-07-02,1977,July,02,5,Looks Like We Made It,Barry Manilow,13,5,9
1977-07-02,1977,July,02,6,Dreams,Fleetwood Mac,6,1,12
1977-07-02,1977,July,02,7,I Just Want To Be Your Everything,Andy Gibb,15,7,11
1977-07-02,1977,July,02,25,Sir Duke,Stevie Wonder,25,1,14
1977-07-02,1977,July,02,29,I'm Your Boogie Man,KC And The Sunshine Band,19,1,19
1977-07-02,1977,July,02,30,Best Of My Love,The Emotions,50,30,4
1977-07-02,1977,July,02,52,When I Need You,Leo Sayer,33,1,19
1977-07-02,1977,July,02,83,Hotel California,Eagles,58,1,19
1977-07-02,1977,July,02,96,Southern Nights,Glen Campbell,96,1,21
1977-07-09,1977,July,09,1,Undercover Angel,Alan O'Day,2,1,15
1977-07-09,1977,July,09,2,Da Doo Ron Ron,Shaun Cassidy,4,2,9
1977-07-09,1977,July,09,3,Looks Like We Made It,Barry Manilow,5,3,10
1977-07-09,1977,July,09,4,Gonna Fly Now,Bill Conti,1,1,12
1977-07-09,1977,July,09,5,I Just Want To Be Your Everything,Andy Gibb,7,5,12
1977-07-09,1977,July,09,6,Got To Give It Up (Pt. I),Marvin Gaye,3,1,13
1977-07-09,1977,July,09,13,Dreams,Fleetwood Mac,6,1,13
1977-07-09,1977,July,09,14,Best Of My Love,The Emotions,30,14,5
1977-07-09,1977,July,09,29,I'm Your Boogie Man,KC And The Sunshine Band,29,1,20
1977-07-09,1977,July,09,37,Sir Duke,Stevie Wonder,25,1,15
1977-07-09,1977,July,09,99,When I Need You,Leo Sayer,52,1,20
1977-07-16,1977,July,16,1,Da Doo Ron Ron,Shaun Cassidy,2,1,10
1977-07-16,1977,July,16,2,Looks Like We Made It,Barry Manilow,3,2,11
1977-07-16,1977,July,16,3,Undercover Angel,Alan O'Day,1,1,16
1977-07-16,1977,July,16,4,I Just Want To Be Your Everything,Andy Gibb,5,4,13
1977-07-16,1977,July,16,11,Gonna Fly Now,Bill Conti,4,1,13
1977-07-16,1977,July,16,12,Best Of My Love,The Emotions,14,12,6
1977-07-16,1977,July,16,19,Got To Give It Up (Pt. I),Marvin Gaye,6,1,14
1977-07-16,1977,July,16,22,Dreams,Fleetwood Mac,13,1,14
1977-07-16,1977,July,16,38,I'm Your Boogie Man,KC And The Sunshine Band,29,1,21
1977-07-16,1977,July,16,65,Sir Duke,Stevie Wonder,37,1,16
1977-07-23,1977,July,23,1,Looks Like We Made It,Barry Manilow,2,1,12
1977-07-23,1977,July,23,2,I Just Want To Be Your Everything,Andy Gibb,4,2,14
1977-07-23,1977,July,23,3,Da Doo Ron Ron,Shaun Cassidy,1,1,11
1977-07-23,1977,July,23,7,Undercover Angel,Alan O'Day,3,1,17
1977-07-23,1977,July,23,10,Best Of My Love,The Emotions,12,10,7
1977-07-23,1977,July,23,19,Gonna Fly Now,Bill Conti,11,1,14
1977-07-23,1977,July,23,20,Got To Give It Up (Pt. I),Marvin Gaye,19,1,15
1977-07-23,1977,July,23,32,Dreams,Fleetwood Mac,22,1,15
1977-07-23,1977,July,23,58,I'm Your Boogie Man,KC And The Sunshine Band,38,1,22
1977-07-23,1977,July,23,66,Sir Duke,Stevie Wonder,65,1,17
1977-07-30,1977,July,30,1,I Just Want To Be Your Everything,Andy Gibb,2,1,15
1977-07-30,1977,July,30,3,Looks Like We Made It,Barry Manilow,1,1,13
1977-07-30,1977,July,30,5,Da Doo Ron Ron,Shaun Cassidy,3,1,12
1977-07-30,1977,July,30,6,Best Of My Love,The Emotions,10,6,8
1977-07-30,1977,July,30,15,Undercover Angel,Alan O'Day,7,1,18
1977-07-30,1977,July,30,28,Gonna Fly Now,Bill Conti,19,1,15
1977-07-30,1977,July,30,30,Got To Give It Up (Pt. I),Marvin Gaye,20,1,16
1977-07-30,1977,July,30,53,Dreams,Fleetwood Mac,32,1,16
1977-07-30,1977,July,30,80,I'm Your Boogie Man,KC And The Sunshine Band,58,1,23
1977-08-06,1977,August,06,1,I Just Want To Be Your Everything,Andy Gibb,1,1,16
1977-08-06,1977,August,06,3,Best Of My Love,The Emotions,6,3,9
1977-08-06,1977,August,06,6,Da Doo Ron Ron,Shaun Cassidy,5,1,13
1977-08-06,1977,August,06,12,Looks Like We Made It,Barry Manilow,3,1,14
1977-08-06,1977,August,06,14,Undercover Angel,Alan O'Day,15,1,19
1977-08-06,1977,August,06,47,Gonna Fly Now,Bill Conti,28,1,16
1977-08-06,1977,August,06,55,Got To Give It Up (Pt. I),Marvin Gaye,30,1,17
1977-08-06,1977,August,06,59,Dreams,Fleetwood Mac,53,1,17
1977-08-06,1977,August,06,71,Star Wars Theme/Cantina Band,Meco,NA,71,1
1977-08-13,1977,August,13,1,I Just Want To Be Your Everything,Andy Gibb,1,1,17
1977-08-13,1977,August,13,3,Best Of My Love,The Emotions,3,3,10
1977-08-13,1977,August,13,12,Da Doo Ron Ron,Shaun Cassidy,6,1,14
1977-08-13,1977,August,13,14,Looks Like We Made It,Barry Manilow,12,1,15
1977-08-13,1977,August,13,17,Undercover Angel,Alan O'Day,14,1,20
1977-08-13,1977,August,13,46,Gonna Fly Now,Bill Conti,47,1,17
1977-08-13,1977,August,13,51,Star Wars Theme/Cantina Band,Meco,71,51,2
1977-08-13,1977,August,13,85,Got To Give It Up (Pt. I),Marvin Gaye,55,1,18
1977-08-13,1977,August,13,86,Dreams,Fleetwood Mac,59,1,18
1977-08-20,1977,August,20,1,Best Of My Love,The Emotions,3,1,11
1977-08-20,1977,August,20,2,I Just Want To Be Your Everything,Andy Gibb,1,1,18
1977-08-20,1977,August,20,28,Da Doo Ron Ron,Shaun Cassidy,12,1,15
1977-08-20,1977,August,20,31,Undercover Angel,Alan O'Day,17,1,21
1977-08-20,1977,August,20,35,Looks Like We Made It,Barry Manilow,14,1,16
1977-08-20,1977,August,20,43,Star Wars Theme/Cantina Band,Meco,51,43,3
1977-08-20,1977,August,20,54,Gonna Fly Now,Bill Conti,46,1,18
1977-08-20,1977,August,20,97,Dreams,Fleetwood Mac,86,1,19
1977-08-27,1977,August,27,1,Best Of My Love,The Emotions,1,1,12
1977-08-27,1977,August,27,2,I Just Want To Be Your Everything,Andy Gibb,2,1,19
1977-08-27,1977,August,27,31,Undercover Angel,Alan O'Day,31,1,22
1977-08-27,1977,August,27,38,Star Wars Theme/Cantina Band,Meco,43,38,4
1977-08-27,1977,August,27,51,Da Doo Ron Ron,Shaun Cassidy,28,1,16
1977-08-27,1977,August,27,55,Looks Like We Made It,Barry Manilow,35,1,17
1977-08-27,1977,August,27,63,Gonna Fly Now,Bill Conti,54,1,19
1977-09-03,1977,September,03,1,Best Of My Love,The Emotions,1,1,13
1977-09-03,1977,September,03,2,I Just Want To Be Your Everything,Andy Gibb,2,1,20
1977-09-03,1977,September,03,27,Star Wars Theme/Cantina Band,Meco,38,27,5
1977-09-03,1977,September,03,43,Undercover Angel,Alan O'Day,31,1,23
1977-09-03,1977,September,03,53,Da Doo Ron Ron,Shaun Cassidy,51,1,17
1977-09-03,1977,September,03,68,Looks Like We Made It,Barry Manilow,55,1,18
1977-09-03,1977,September,03,71,You Light Up My Life,Debby Boone,NA,71,1
1977-09-03,1977,September,03,79,Gonna Fly Now,Bill Conti,63,1,20
1977-09-10,1977,September,10,1,Best Of My Love,The Emotions,1,1,14
1977-09-10,1977,September,10,3,I Just Want To Be Your Everything,Andy Gibb,2,1,21
1977-09-10,1977,September,10,18,Star Wars Theme/Cantina Band,Meco,27,18,6
1977-09-10,1977,September,10,58,You Light Up My Life,Debby Boone,71,58,2
1977-09-10,1977,September,10,60,Undercover Angel,Alan O'Day,43,1,24
1977-09-10,1977,September,10,69,Da Doo Ron Ron,Shaun Cassidy,53,1,18
1977-09-10,1977,September,10,80,Looks Like We Made It,Barry Manilow,68,1,19
1977-09-17,1977,September,17,1,I Just Want To Be Your Everything,Andy Gibb,3,1,22
1977-09-17,1977,September,17,3,Best Of My Love,The Emotions,1,1,15
1977-09-17,1977,September,17,13,Star Wars Theme/Cantina Band,Meco,18,13,7
1977-09-17,1977,September,17,35,You Light Up My Life,Debby Boone,58,35,3
1977-09-17,1977,September,17,99,Undercover Angel,Alan O'Day,60,1,25
1977-09-17,1977,September,17,100,Da Doo Ron Ron,Shaun Cassidy,69,1,19
1977-09-24,1977,September,24,1,Best Of My Love,The Emotions,3,1,16
1977-09-24,1977,September,24,6,I Just Want To Be Your Everything,Andy Gibb,1,1,23
1977-09-24,1977,September,24,8,Star Wars Theme/Cantina Band,Meco,13,8,8
1977-09-24,1977,September,24,21,You Light Up My Life,Debby Boone,35,21,4
1977-09-24,1977,September,24,83,How Deep Is Your Love,Bee Gees,NA,83,1
1977-09-24,1977,September,24,100,Da Doo Ron Ron,Shaun Cassidy,100,1,20
1977-10-01,1977,October,01,1,Star Wars Theme/Cantina Band,Meco,8,1,9
1977-10-01,1977,October,01,4,Best Of My Love,The Emotions,1,1,17
