chart_week,year,month,day,current_week,title,performer,last_week,peak_pos,wks_on_chart
2022-01-01,2022,January,01,1,All I Want For Christmas Is You,Mariah Carey,1,1,50
2022-01-01,2022,January,01,2,Rockin' Around The Christmas Tree,Brenda Lee,2,2,44
2022-01-01,2022,January,01,5,Easy On Me,Adele,3,1,11
2022-01-01,2022,January,01,9,Stay,The Kid LAROI & Justin Bieber,6,1,24
2022-01-01,2022,January,01,15,Heat Waves,Glass Animals,8,7,49
2022-01-01,2022,January,01,22,Industry Baby,Lil Nas X & Jack Harlow,10,1,22
2022-01-01,2022,January,01,38,Good 4 U,Olivia Rodrigo,33,1,32
2022-01-01,2022,January,01,58,Way 2 Sexy,Drake Featuring Future & Young Thug,46,1,16
2022-01-01,2022,January,01,68,All Too Well (Taylor's Version),Taylor Swift,59,1,6
2022-01-01,2022,January,01,84,My Universe,Coldplay x BTS,74,1,13
2022-01-08,2022,January,08,1,All I Want For Christmas Is You,Mariah Carey,1,1,51
2022-01-08,2022,January,08,2,Easy On Me,Adele,5,1,12
2022-01-08,2022,January,08,3,Rockin' Around The Christmas Tree,Brenda Lee,2,2,45
2022-01-08,2022,January,08,6,Stay,The Kid LAROI & Justin Bieber,9,1,25
2022-01-08,2022,January,08,7,Heat Waves,Glass Animals,15,7,50
2022-01-08,2022,January,08,12,Industry Baby,Lil Nas X & Jack Harlow,22,1,23
2022-01-08,2022,January,08,31,Good 4 U,Olivia Rodrigo,38,1,33
2022-01-08,2022,January,08,50,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",0,50,1
2022-01-08,2022,January,08,53,Way 2 Sexy,Drake Featuring Future & Young Thug,58,1,17
2022-01-08,2022,January,08,66,All Too Well (Taylor's Version),Taylor Swift,68,1,7
2022-01-08,2022,January,08,72,My Universe,Coldplay x BTS,84,1,14
2022-01-15,2022,January,15,1,Easy On Me,Adele,2,1,13
2022-01-15,2022,January,15,2,Stay,The Kid LAROI & Justin Bieber,6,1,26
2022-01-15,2022,January,15,3,Heat Waves,Glass Animals,7,3,51
2022-01-15,2022,January,15,5,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",50,5,2
2022-01-15,2022,January,15,6,Industry Baby,Lil Nas X & Jack Harlow,12,1,24
2022-01-15,2022,January,15,15,Good 4 U,Olivia Rodrigo,31,1,34
2022-01-15,2022,January,15,18,Save Your Tears,The Weeknd & Ariana Grande,0,1,53
2022-01-15,2022,January,15,33,Way 2 Sexy,Drake Featuring Future & Young Thug,53,1,18
2022-01-15,2022,January,15,41,Montero (Call Me By Your Name),Lil Nas X,0,1,35
2022-01-15,2022,January,15,49,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),0,1,39
2022-01-15,2022,January,15,55,All Too Well (Taylor's Version),Taylor Swift,66,1,8
2022-01-15,2022,January,15,58,My Universe,Coldplay x BTS,72,1,15
2022-01-22,2022,January,22,1,Easy On Me,Adele,1,1,14
2022-01-22,2022,January,22,2,Stay,The Kid LAROI & Justin Bieber,2,1,27
2022-01-22,2022,January,22,3,Heat Waves,Glass Animals,3,3,52
2022-01-22,2022,January,22,4,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",5,4,3
2022-01-22,2022,January,22,12,Industry Baby,Lil Nas X & Jack Harlow,6,1,25
2022-01-22,2022,January,22,20,Good 4 U,Olivia Rodrigo,15,1,35
2022-01-22,2022,January,22,21,Save Your Tears,The Weeknd & Ariana Grande,18,1,54
2022-01-22,2022,January,22,58,Way 2 Sexy,Drake Featuring Future & Young Thug,33,1,19
2022-01-22,2022,January,22,82,All Too Well (Taylor's Version),Taylor Swift,55,1,9
2022-01-22,2022,January,22,94,My Universe,Coldplay x BTS,58,1,16
2022-01-29,2022,January,29,1,Easy On Me,Adele,1,1,15
2022-01-29,2022,January,29,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",4,2,4
2022-01-29,2022,January,29,3,Heat Waves,Glass Animals,3,3,53
2022-01-29,2022,January,29,4,Stay,The Kid LAROI & Justin Bieber,2,1,28
2022-01-29,2022,January,29,13,Industry Baby,Lil Nas X & Jack Harlow,12,1,26
2022-01-29,2022,January,29,20,Save Your Tears,The Weeknd & Ariana Grande,21,1,55
2022-01-29,2022,January,29,21,Good 4 U,Olivia Rodrigo,20,1,36
2022-01-29,2022,January,29,50,Way 2 Sexy,Drake Featuring Future & Young Thug,58,1,20
2022-01-29,2022,January,29,74,All Too Well (Taylor's Version),Taylor Swift,82,1,10
2022-01-29,2022,January,29,92,My Universe,Coldplay x BTS,94,1,17
2022-02-05,2022,February,05,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",2,1,5
2022-02-05,2022,February,05,2,Easy On Me,Adele,1,1,16
2022-02-05,2022,February,05,3,Heat Waves,Glass Animals,3,3,54
2022-02-05,2022,February,05,4,Stay,The Kid LAROI & Justin Bieber,4,1,29
2022-02-05,2022,February,05,14,Industry Baby,Lil Nas X & Jack Harlow,13,1,27
2022-02-05,2022,February,05,19,Save Your Tears,The Weeknd & Ariana Grande,20,1,56
2022-02-05,2022,February,05,25,Good 4 U,Olivia Rodrigo,21,1,37
2022-02-05,2022,February,05,77,All Too Well (Taylor's Version),Taylor Swift,74,1,11
2022-02-12,2022,February,12,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",1,1,6
2022-02-12,2022,February,12,2,Easy On Me,Adele,2,1,17
2022-02-12,2022,February,12,3,Heat Waves,Glass Animals,3,3,55
2022-02-12,2022,February,12,4,Stay,The Kid LAROI & Justin Bieber,4,1,30
2022-02-12,2022,February,12,14,Industry Baby,Lil Nas X & Jack Harlow,14,1,28
2022-02-12,2022,February,12,19,Save Your Tears,The Weeknd & Ariana Grande,19,1,57
2022-02-12,2022,February,12,23,Good 4 U,Olivia Rodrigo,25,1,38
2022-02-12,2022,February,12,75,All Too Well (Taylor's Version),Taylor Swift,77,1,12
2022-02-19,2022,February,19,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",1,1,7
2022-02-19,2022,February,19,3,Easy On Me,Adele,2,1,18
2022-02-19,2022,February,19,4,Heat Waves,Glass Animals,3,3,56
2022-02-19,2022,February,19,5,Stay,The Kid LAROI & Justin Bieber,4,1,31
2022-02-19,2022,February,19,16,Industry Baby,Lil Nas X & Jack Harlow,14,1,29
2022-02-19,2022,February,19,18,Save Your Tears,The Weeknd & Ariana Grande,19,1,58
2022-02-19,2022,February,19,25,Good 4 U,Olivia Rodrigo,23,1,39
2022-02-19,2022,February,19,84,All Too Well (Taylor's Version),Taylor Swift,75,1,13
2022-02-26,2022,February,26,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",1,1,8
2022-02-26,2022,February,26,2,Heat Waves,Glass Animals,4,2,57
2022-02-26,2022,February,26,3,Easy On Me,Adele,3,1,19
2022-02-26,2022,February,26,5,Stay,The Kid LAROI & Justin Bieber,5,1,32
2022-02-26,2022,February,26,17,Industry Baby,Lil Nas X & Jack Harlow,16,1,30
2022-02-26,2022,February,26,18,Save Your Tears,The Weeknd & Ariana Grande,18,1,59
2022-02-26,2022,February,26,30,Good 4 U,Olivia Rodrigo,25,1,40
2022-02-26,2022,February,26,40,Lose Yourself,Eminem,0,1,24
2022-02-26,2022,February,26,96,All Too Well (Taylor's Version),Taylor Swift,84,1,14
2022-03-05,2022,March,05,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",1,1,9
2022-03-05,2022,March,05,2,Heat Waves,Glass Animals,2,2,58
2022-03-05,2022,March,05,4,Easy On Me,Adele,3,1,20
2022-03-05,2022,March,05,6,Stay,The Kid LAROI & Justin Bieber,5,1,33
2022-03-05,2022,March,05,15,Industry Baby,Lil Nas X & Jack Harlow,17,1,31
2022-03-05,2022,March,05,19,Save Your Tears,The Weeknd & Ariana Grande,18,1,60
2022-03-05,2022,March,05,27,Good 4 U,Olivia Rodrigo,30,1,41
2022-03-05,2022,March,05,99,All Too Well (Taylor's Version),Taylor Swift,96,1,15
2022-03-12,2022,March,12,1,Heat Waves,Glass Animals,2,1,59
2022-03-12,2022,March,12,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",1,1,10
2022-03-12,2022,March,12,5,Stay,The Kid LAROI & Justin Bieber,6,1,34
2022-03-12,2022,March,12,6,Easy On Me,Adele,4,1,21
2022-03-12,2022,March,12,16,Industry Baby,Lil Nas X & Jack Harlow,15,1,32
2022-03-12,2022,March,12,20,Save Your Tears,The Weeknd & Ariana Grande,19,1,61
2022-03-12,2022,March,12,29,Good 4 U,Olivia Rodrigo,27,1,42
2022-03-19,2022,March,19,1,Heat Waves,Glass Animals,1,1,60
2022-03-19,2022,March,19,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",2,1,11
2022-03-19,2022,March,19,5,Stay,The Kid LAROI & Justin Bieber,5,1,35
2022-03-19,2022,March,19,6,Easy On Me,Adele,6,1,22
2022-03-19,2022,March,19,17,Save Your Tears,The Weeknd & Ariana Grande,20,1,62
2022-03-19,2022,March,19,19,Industry Baby,Lil Nas X & Jack Harlow,16,1,33
2022-03-19,2022,March,19,31,Good 4 U,Olivia Rodrigo,29,1,43
2022-03-26,2022,March,26,1,Heat Waves,Glass Animals,1,1,61
2022-03-26,2022,March,26,2,Stay,The Kid LAROI & Justin Bieber,5,1,36
2022-03-26,2022,March,26,5,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",2,1,12
2022-03-26,2022,March,26,7,Easy On Me,Adele,6,1,23
2022-03-26,2022,March,26,17,Save Your Tears,The Weeknd & Ariana Grande,17,1,63
2022-03-26,2022,March,26,21,Industry Baby,Lil Nas X & Jack Harlow,19,1,34
2022-03-26,2022,March,26,32,Good 4 U,Olivia Rodrigo,31,1,44
2022-04-02,2022,April,02,1,Heat Waves,Glass Animals,1,1,62
2022-04-02,2022,April,02,2,Stay,The Kid LAROI & Justin Bieber,2,1,37
2022-04-02,2022,April,02,6,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",5,1,13
2022-04-02,2022,April,02,10,Easy On Me,Adele,7,1,24
2022-04-02,2022,April,02,17,Save Your Tears,The Weeknd & Ariana Grande,17,1,64
2022-04-02,2022,April,02,21,Industry Baby,Lil Nas X & Jack Harlow,21,1,35
2022-04-02,2022,April,02,27,Good 4 U,Olivia Rodrigo,32,1,45
2022-04-09,2022,April,09,1,Heat Waves,Glass Animals,1,1,63
2022-04-09,2022,April,09,2,Stay,The Kid LAROI & Justin Bieber,2,1,38
2022-04-09,2022,April,09,8,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",6,1,14
2022-04-09,2022,April,09,12,Easy On Me,Adele,10,1,25
2022-04-09,2022,April,09,17,Save Your Tears,The Weeknd & Ariana Grande,17,1,65
2022-04-09,2022,April,09,21,Industry Baby,Lil Nas X & Jack Harlow,21,1,36
2022-04-09,2022,April,09,27,Good 4 U,Olivia Rodrigo,27,1,46
2022-04-16,2022,April,16,1,As It Was,Harry Styles,0,1,1
2022-04-16,2022,April,16,2,Heat Waves,Glass Animals,1,1,64
2022-04-16,2022,April,16,4,Stay,The Kid LAROI & Justin Bieber,2,1,39
2022-04-16,2022,April,16,11,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",8,1,15
2022-04-16,2022,April,16,14,Easy On Me,Adele,12,1,26
2022-04-16,2022,April,16,18,Save Your Tears,The Weeknd & Ariana Grande,17,1,66
2022-04-16,2022,April,16,20,Industry Baby,Lil Nas X & Jack Harlow,21,1,37
2022-04-16,2022,April,16,22,Good 4 U,Olivia Rodrigo,27,1,47
2022-04-23,2022,April,23,1,First Class,Jack Harlow,0,1,1
2022-04-23,2022,April,23,2,As It Was,Harry Styles,1,1,2
2022-04-23,2022,April,23,3,Heat Waves,Glass Animals,2,1,65
2022-04-23,2022,April,23,6,Stay,The Kid LAROI & Justin Bieber,4,1,40
2022-04-23,2022,April,23,17,Easy On Me,Adele,14,1,27
2022-04-23,2022,April,23,18,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",11,1,16
2022-04-23,2022,April,23,19,Industry Baby,Lil Nas X & Jack Harlow,20,1,38
2022-04-23,2022,April,23,23,Save Your Tears,The Weeknd & Ariana Grande,18,1,67
2022-04-23,2022,April,23,28,Good 4 U,Olivia Rodrigo,22,1,48
2022-04-30,2022,April,30,1,As It Was,Harry Styles,2,1,3
2022-04-30,2022,April,30,2,First Class,Jack Harlow,1,1,2
2022-04-30,2022,April,30,3,Heat Waves,Glass Animals,3,1,66
2022-04-30,2022,April,30,6,Stay,The Kid LAROI & Justin Bieber,6,1,41
2022-04-30,2022,April,30,16,Easy On Me,Adele,17,1,28
2022-04-30,2022,April,30,18,Save Your Tears,The Weeknd & Ariana Grande,23,1,68
2022-04-30,2022,April,30,23,Industry Baby,Lil Nas X & Jack Harlow,19,1,39
2022-04-30,2022,April,30,27,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",18,1,17
2022-04-30,2022,April,30,33,Good 4 U,Olivia Rodrigo,28,1,49
2022-04-30,2022,April,30,50,About Damn Time,Lizzo,0,50,1
2022-05-07,2022,May,07,1,As It Was,Harry Styles,1,1,4
2022-05-07,2022,May,07,2,First Class,Jack Harlow,2,1,3
2022-05-07,2022,May,07,3,Heat Waves,Glass Animals,3,1,67
2022-05-07,2022,May,07,6,Stay,The Kid LAROI & Justin Bieber,6,1,42
2022-05-07,2022,May,07,16,Save Your Tears,The Weeknd & Ariana Grande,18,1,69
2022-05-07,2022,May,07,22,Industry Baby,Lil Nas X & Jack Harlow,23,1,40
2022-05-07,2022,May,07,24,Easy On Me,Adele,16,1,29
2022-05-07,2022,May,07,35,Good 4 U,Olivia Rodrigo,33,1,50
2022-05-07,2022,May,07,40,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",27,1,18
2022-05-07,2022,May,07,60,About Damn Time,Lizzo,50,50,2
2022-05-14,2022,May,14,1,Wait For U,Future Featuring Drake & Tems,0,1,1
2022-05-14,2022,May,14,2,As It Was,Harry Styles,1,1,5
2022-05-14,2022,May,14,3,First Class,Jack Harlow,2,1,4
2022-05-14,2022,May,14,5,Heat Waves,Glass Animals,3,1,68
2022-05-14,2022,May,14,9,Stay,The Kid LAROI & Justin Bieber,6,1,43
2022-05-14,2022,May,14,19,About Damn Time,Lizzo,60,19,3
2022-05-14,2022,May,14,31,Industry Baby,Lil Nas X & Jack Harlow,22,1,41
2022-05-14,2022,May,14,36,Easy On Me,Adele,24,1,30
2022-05-14,2022,May,14,49,Good 4 U,Olivia Rodrigo,35,1,51
2022-05-14,2022,May,14,51,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",40,1,19
2022-05-21,2022,May,21,1,First Class,Jack Harlow,3,1,5
2022-05-21,2022,May,21,2,As It Was,Harry Styles,2,1,6
2022-05-21,2022,May,21,3,Wait For U,Future Featuring Drake & Tems,1,1,2
2022-05-21,2022,May,21,7,Heat Waves,Glass Animals,5,1,69
2022-05-21,2022,May,21,9,About Damn Time,Lizzo,19,9,4
2022-05-21,2022,May,21,13,Stay,The Kid LAROI & Justin Bieber,9,1,44
2022-05-21,2022,May,21,42,Industry Baby,Lil Nas X & Jack Harlow,31,1,42
2022-05-21,2022,May,21,46,Easy On Me,Adele,36,1,31
2022-05-21,2022,May,21,70,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",51,1,20
2022-05-28,2022,May,28,1,First Class,Jack Harlow,1,1,6
2022-05-28,2022,May,28,2,As It Was,Harry Styles,2,1,7
2022-05-28,2022,May,28,4,Wait For U,Future Featuring Drake & Tems,3,1,3
2022-05-28,2022,May,28,9,About Damn Time,Lizzo,9,9,5
2022-05-28,2022,May,28,12,Heat Waves,Glass Animals,7,1,70
2022-05-28,2022,May,28,21,Stay,The Kid LAROI & Justin Bieber,13,1,45
2022-06-04,2022,June,04,1,As It Was,Harry Styles,2,1,8
2022-06-04,2022,June,04,2,First Class,Jack Harlow,1,1,7
2022-06-04,2022,June,04,3,Wait For U,Future Featuring Drake & Tems,4,1,4
2022-06-04,2022,June,04,5,About Damn Time,Lizzo,9,5,6
2022-06-04,2022,June,04,6,Heat Waves,Glass Animals,12,1,71
2022-06-04,2022,June,04,12,Stay,The Kid LAROI & Justin Bieber,21,1,46
2022-06-11,2022,June,11,1,As It Was,Harry Styles,1,1,9
2022-06-11,2022,June,11,2,First Class,Jack Harlow,2,1,8
2022-06-11,2022,June,11,3,Wait For U,Future Featuring Drake & Tems,3,1,5
2022-06-11,2022,June,11,4,About Damn Time,Lizzo,5,4,7
2022-06-11,2022,June,11,5,Heat Waves,Glass Animals,6,1,72
2022-06-11,2022,June,11,10,Stay,The Kid LAROI & Justin Bieber,12,1,47
2022-06-18,2022,June,18,1,As It Was,Harry Styles,1,1,10
2022-06-18,2022,June,18,2,First Class,Jack Harlow,2,1,9
2022-06-18,2022,June,18,3,Wait For U,Future Featuring Drake & Tems,3,1,6
2022-06-18,2022,June,18,5,About Damn Time,Lizzo,4,4,8
2022-06-18,2022,June,18,6,Heat Waves,Glass Animals,5,1,73
2022-06-18,2022,June,18,11,Stay,The Kid LAROI & Justin Bieber,10,1,48
2022-06-25,2022,June,25,1,As It Was,Harry Styles,1,1,11
2022-06-25,2022,June,25,2,First Class,Jack Harlow,2,1,10
2022-06-25,2022,June,25,3,Wait For U,Future Featuring Drake & Tems,3,1,7
2022-06-25,2022,June,25,4,About Damn Time,Lizzo,5,4,9
2022-06-25,2022,June,25,6,Heat Waves,Glass Animals,6,1,74
2022-06-25,2022,June,25,12,Stay,The Kid LAROI & Justin Bieber,11,1,49
2022-07-02,2022,July,02,1,Jimmy Cooks,Drake Featuring 21 Savage,0,1,1
2022-07-02,2022,July,02,2,As It Was,Harry Styles,1,1,12
2022-07-02,2022,July,02,3,First Class,Jack Harlow,2,1,11
2022-07-02,2022,July,02,4,Wait For U,Future Featuring Drake & Tems,3,1,8
2022-07-02,2022,July,02,5,About Damn Time,Lizzo,4,4,10
2022-07-02,2022,July,02,10,Heat Waves,Glass Animals,6,1,75
2022-07-02,2022,July,02,15,Break My Soul,Beyonce,0,15,1
2022-07-02,2022,July,02,19,Stay,The Kid LAROI & Justin Bieber,12,1,50
2022-07-09,2022,July,09,1,As It Was,Harry Styles,2,1,13
2022-07-09,2022,July,09,2,First Class,Jack Harlow,3,1,12
2022-07-09,2022,July,09,3,About Damn Time,Lizzo,5,3,11
2022-07-09,2022,July,09,4,Wait For U,Future Featuring Drake & Tems,4,1,9
2022-07-09,2022,July,09,5,Jimmy Cooks,Drake Featuring 21 Savage,1,1,2
2022-07-09,2022,July,09,7,Break My Soul,Beyonce,15,7,2
2022-07-09,2022,July,09,9,Heat Waves,Glass Animals,10,1,76
2022-07-09,2022,July,09,15,Stay,The Kid LAROI & Justin Bieber,19,1,51
2022-07-16,2022,July,16,1,As It Was,Harry Styles,1,1,14
2022-07-16,2022,July,16,2,About Damn Time,Lizzo,3,2,12
2022-07-16,2022,July,16,3,First Class,Jack Harlow,2,1,13
2022-07-16,2022,July,16,5,Wait For U,Future Featuring Drake & Tems,4,1,10
2022-07-16,2022,July,16,6,Jimmy Cooks,Drake Featuring 21 Savage,5,1,3
2022-07-16,2022,July,16,8,Heat Waves,Glass Animals,9,1,77
2022-07-16,2022,July,16,9,Break My Soul,Beyonce,7,7,3
2022-07-16,2022,July,16,16,Stay,The Kid LAROI & Justin Bieber,15,1,52
2022-07-16,2022,July,16,100,Bad Habit,Steve Lacy,0,100,1
2022-07-23,2022,July,23,1,As It Was,Harry Styles,1,1,15
2022-07-23,2022,July,23,2,About Damn Time,Lizzo,2,2,13
2022-07-23,2022,July,23,3,First Class,Jack Harlow,3,1,14
2022-07-23,2022,July,23,5,Wait For U,Future Featuring Drake & Tems,5,1,11
2022-07-23,2022,July,23,7,Heat Waves,Glass Animals,8,1,78
2022-07-23,2022,July,23,8,Jimmy Cooks,Drake Featuring 21 Savage,6,1,4
2022-07-23,2022,July,23,9,Break My Soul,Beyonce,9,7,4
2022-07-23,2022,July,23,15,Stay,The Kid LAROI & Justin Bieber,16,1,53
2022-07-23,2022,July,23,50,Bad Habit,Steve Lacy,100,50,2
2022-07-30,2022,July,30,1,About Damn Time,Lizzo,2,1,14
2022-07-30,2022,July,30,2,As It Was,Harry Styles,1,1,16
2022-07-30,2022,July,30,4,First Class,Jack Harlow,3,1,15
2022-07-30,2022,July,30,5,Wait For U,Future Featuring Drake & Tems,5,1,12
2022-07-30,2022,July,30,7,Break My Soul,Beyonce,9,7,5
2022-07-30,2022,July,30,8,Heat Waves,Glass Animals,7,1,79
2022-07-30,2022,July,30,10,Jimmy Cooks,Drake Featuring 21 Savage,8,1,5
2022-07-30,2022,July,30,14,Bad Habit,Steve Lacy,50,14,3
2022-07-30,2022,July,30,18,Stay,The Kid LAROI & Justin Bieber,15,1,54
2022-08-06,2022,August,06,1,About Damn Time,Lizzo,1,1,15
2022-08-06,2022,August,06,2,As It Was,Harry Styles,2,1,17
2022-08-06,2022,August,06,4,First Class,Jack Harlow,4,1,16
2022-08-06,2022,August,06,5,Wait For U,Future Featuring Drake & Tems,5,1,13
2022-08-06,2022,August,06,6,Break My Soul,Beyonce,7,6,6
2022-08-06,2022,August,06,10,Heat Waves,Glass Animals,8,1,80
2022-08-06,2022,August,06,11,Bad Habit,Steve Lacy,14,11,4
2022-08-06,2022,August,06,15,Jimmy Cooks,Drake Featuring 21 Savage,10,1,6
2022-08-06,2022,August,06,18,Stay,The Kid LAROI & Justin Bieber,18,1,55
2022-08-13,2022,August,13,1,Break My Soul,Beyonce,6,1,7
2022-08-13,2022,August,13,2,About Damn Time,Lizzo,1,1,16
2022-08-13,2022,August,13,3,As It Was,Harry Styles,2,1,18
2022-08-13,2022,August,13,5,Wait For U,Future Featuring Drake & Tems,5,1,14
2022-08-13,2022,August,13,6,First Class,Jack Harlow,4,1,17
2022-08-13,2022,August,13,7,Bad Habit,Steve Lacy,11,7,5
2022-08-13,2022,August,13,12,Heat Waves,Glass Animals,10,1,81
2022-08-13,2022,August,13,17,Stay,The Kid LAROI & Justin Bieber,18,1,56
2022-08-13,2022,August,13,20,Jimmy Cooks,Drake Featuring 21 Savage,15,1,7
2022-08-20,2022,August,20,1,Break My Soul,Beyonce,1,1,8
2022-08-20,2022,August,20,2,As It Was,Harry Styles,3,1,19
2022-08-20,2022,August,20,3,About Damn Time,Lizzo,2,1,17
2022-08-20,2022,August,20,6,Bad Habit,Steve Lacy,7,6,6
2022-08-20,2022,August,20,7,Wait For U,Future Featuring Drake & Tems,5,1,15
2022-08-20,2022,August,20,9,First Class,Jack Harlow,6,1,18
2022-08-20,2022,August,20,14,Heat Waves,Glass Animals,12,1,82
2022-08-20,2022,August,20,20,Stay,The Kid LAROI & Justin Bieber,17,1,57
2022-08-20,2022,August,20,23,Jimmy Cooks,Drake Featuring 21 Savage,20,1,8
2022-08-27,2022,August,27,1,Super Freaky Girl,Nicki Minaj,0,1,1
2022-08-27,2022,August,27,2,As It Was,Harry Styles,2,1,20
2022-08-27,2022,August,27,3,About Damn Time,Lizzo,3,1,18
2022-08-27,2022,August,27,4,Break My Soul,Beyonce,1,1,9
2022-08-27,2022,August,27,6,Bad Habit,Steve Lacy,6,6,7
2022-08-27,2022,August,27,8,Wait For U,Future Featuring Drake & Tems,7,1,16
2022-08-27,2022,August,27,12,First Class,Jack Harlow,9,1,19
2022-08-27,2022,August,27,13,Heat Waves,Glass Animals,14,1,83
2022-08-27,2022,August,27,20,Stay,The Kid LAROI & Justin Bieber,20,1,58
2022-08-27,2022,August,27,22,Jimmy Cooks,Drake Featuring 21 Savage,23,1,9
2022-09-03,2022,September,03,1,As It Was,Harry Styles,2,1,21
2022-09-03,2022,September,03,2,About Damn Time,Lizzo,3,1,19
2022-09-03,2022,September,03,3,Bad Habit,Steve Lacy,6,3,8
2022-09-03,2022,September,03,5,Break My Soul,Beyonce,4,1,10
2022-09-03,2022,September,03,7,Super Freaky Girl,Nicki Minaj,1,1,2
2022-09-03,2022,September,03,8,Wait For U,Future Featuring Drake & Tems,8,1,17
2022-09-03,2022,September,03,16,First Class,Jack Harlow,12,1,20
2022-09-03,2022,September,03,17,Heat Waves,Glass Animals,13,1,84
2022-09-03,2022,September,03,20,Jimmy Cooks,Drake Featuring 21 Savage,22,1,10
2022-09-03,2022,September,03,21,Stay,The Kid LAROI & Justin Bieber,20,1,59
2022-09-10,2022,September,10,1,As It Was,Harry Styles,1,1,22
2022-09-10,2022,September,10,2,Bad Habit,Steve Lacy,3,2,9
2022-09-10,2022,September,10,3,About Damn Time,Lizzo,2,1,20
2022-09-10,2022,September,10,7,Super Freaky Girl,Nicki Minaj,7,1,3
2022-09-10,2022,September,10,9,Break My Soul,Beyonce,5,1,11
2022-09-10,2022,September,10,10,Wait For U,Future Featuring Drake & Tems,8,1,18
2022-09-10,2022,September,10,18,First Class,Jack Harlow,16,1,21
2022-09-10,2022,September,10,19,Heat Waves,Glass Animals,17,1,85
2022-09-10,2022,September,10,23,Jimmy Cooks,Drake Featuring 21 Savage,20,1,11
2022-09-10,2022,September,10,24,Stay,The Kid LAROI & Justin Bieber,21,1,60
2022-09-17,2022,September,17,1,As It Was,Harry Styles,1,1,23
2022-09-17,2022,September,17,2,Bad Habit,Steve Lacy,2,2,10
2022-09-17,2022,September,17,5,About Damn Time,Lizzo,3,1,21
2022-09-17,2022,September,17,7,Super Freaky Girl,Nicki Minaj,7,1,4
2022-09-17,2022,September,17,11,Wait For U,Future Featuring Drake & Tems,10,1,19
2022-09-17,2022,September,17,15,Break My Soul,Beyonce,9,1,12
2022-09-17,2022,September,17,16,First Class,Jack Harlow,18,1,22
2022-09-17,2022,September,17,18,Heat Waves,Glass Animals,19,1,86
2022-09-17,2022,September,17,21,Jimmy Cooks,Drake Featuring 21 Savage,23,1,12
2022-09-17,2022,September,17,22,Stay,The Kid LAROI & Justin Bieber,24,1,61
